x_m	y_m
0.0	0.0
0.35593551059453804	0.0463851454448782
0.7118879569361611	0.09266487304035513
1.0678567649317399	0.13884162268219905
1.4238414322497916	0.1849178342661782
1.7798415283204878	0.23089587592641445
2.135856479050691	0.27677811579703804
2.491885853870565	0.32256685025052456
2.84792900692535	0.36826466270592656
3.203985579406848	0.4138737777740816
3.5600549254602916	0.45939663535076614
3.9161366862774907	0.5048356035701023
4.272230287765307	0.550193122327858
4.628335227592276	0.5954715597581471
4.984451003426904	0.640673283995108
5.340577112937718	0.6858006631728627
5.696713125554873	0.730856137187171
6.0528583236619715	0.7758420024105168
6.409012420212454	0.8207607705003147
6.76517484111319	0.8656148095906866
7.121345084032705	0.9104064160541164
7.47752257487787	0.9551379580247343
7.833706883078865	0.9998120189215762
8.189897506304183	1.0444307515938582
8.546093942222358	1.0889967394606166
8.902295616740258	1.1335122071327053
9.258502171049702	1.1779796662675222
9.614712887534262	1.2224014132375596
9.970927479147393	1.2667798879385772
10.327145300034335	1.3111175302663354
10.683365847863605	1.3554165648316963
11.03958869206536	1.3996795750536875
11.395813330308115	1.4439087855431634
11.75203918849875	1.4881066361958921
12.1082657643058	1.5322755669076338
12.464492627159402	1.5764178740508803
12.820719202966451	1.6205360692830295
13.176945061157086	1.6646323772149194
13.533169627638204	1.7087093812656189
13.88939240007832	1.752769234284311
14.245612876145938	1.7968145196900567
14.60183062527124	1.8408476056169691
14.958045073361095	1.884870788437541
15.314255718084016	1.928886436285894
15.670462057108539	1.9728970608194427
16.026663588103165	2.0169049584106626
16.38285988049806	2.0609125689553136
16.739050288438456	2.104922260587535
17.09523445311616	2.148936401441447
17.451411728676412	2.192957359651173
17.807581756311002	2.2369875751124813
18.16374389016518	2.281029415959501
18.519897771430745	2.325085250326346
18.876042754252914	2.369157518108785
19.23217840806187	2.4132485874409566
19.588304230526134	2.4573607546953276
19.944419647552564	2.501496531529313
20.30052430033297	2.5456582860770425
20.65661754301258	2.589848314710992
21.01270167196391	2.6340670480010058
21.36878680557819	2.6783088885391515
21.7248841386713	2.7225675213010976
22.0810052248673	2.7668362724543067
22.43716147426699	2.811108755212802
22.79336415344784	2.855378367505693
23.149624744272337	2.8996387225470017
23.505954585079554	2.9438832182658294
23.862365085970342	2.988105467876216
24.218867728807087	3.0322988693072532
24.575473780167307	3.076456964011334
24.932194721913426	3.12057322167919
25.289041892384603	3.1646411837632304
25.6460267016816	3.208654391715815
26.00316055990522	3.2526062434660696
26.36045480539458	3.296490280466363
26.71792092001216	3.3402999724074585
27.075380073750612	3.3844488816215876
27.428725419705145	3.438022964654656
27.770155821735298	3.5182648213583034
28.0917268357053	3.6427340945104176
28.385495165665528	3.8289738499500245
28.644467568020556	4.0842203161861805
28.864224243352762	4.3877773644344
29.04106343921601	4.715500719100432
29.17391131442695	5.0546089862165795
29.26343927089087	5.398849789360423
29.31331992582806	5.7457849550458
29.328806877153152	6.0949634613642925
29.315167859823884	6.44595258562572
29.277670895844597	6.798319533378273
29.221583935457964	7.151631366646843
29.152174785383394	7.505455434502886
29.074711395863545	7.859358798971311
28.99442497518136	8.212912110159024
28.914530086007904	8.565869656210104
28.835220700056542	8.91826093115867
28.756442924335474	9.270138105717113
28.678142794091347	9.621553278836181
28.600266201047464	9.972558692989935
28.522759252212044	10.323206518890759
28.445567982831697	10.673548711966117
28.368638428153037	11.023637658213358
28.29191655166099	11.373525313059924
28.215348388602166	11.723263918979887
28.138880045984838	12.072905646685632
28.062457415532272	12.42250259512791
27.986026676014355	12.772106935019139
27.909533719154446	13.12177076531005
27.832924580199105	13.471546328474684
27.756145437918203	13.821485651702185
27.679142112273443	14.171640977466579
27.601862647837347	14.522057515601142
27.52427130731311	14.872720339684749
27.446340893039086	15.223584239884103
27.368044063830407	15.574603432272767
27.28935362202543	15.925732276447585
27.2102422982009	16.27692520376709
27.13068296645684	16.62813650206646
27.050648285608336	16.979320530942562
26.970111129755416	17.33043164999227
26.889155675301996	17.681367885924914
26.808374458110897	18.031770430539645
26.728504972558056	18.381207422286003
26.65028464125779	18.72924692785185
26.57426732054886	19.0755093281607
26.49774881654504	19.42054553732411
26.415225442015718	19.76570560707842
26.321102587732174	20.112365710397068
26.20978198462209	20.461479200669558
26.075606160259976	20.806549137803845
25.912866763217448	21.134707224485982
25.71585379154848	21.432880068634454
25.47886951454741	21.688012720909306
25.200459108483233	21.893497943577508
24.88962040660773	22.058611359199872
24.556931935820515	22.195030883003316
24.212972079497906	22.31443414316816
23.867487647130048	22.427631026121944
23.523444260258298	22.538355290002276
23.180501409900078	22.646890680334387
22.83829626920271	22.753497691872052
22.496466154836845	22.858436819369064
22.15464823994981	22.961968701102474
21.812479769450583	23.064353760064463
21.469597988248136	23.165852634532083
21.125640141251456	23.26672574749749
20.78053583029153	23.367629072113424
20.435482470096147	23.470933110639333
20.092020783079537	23.579472519623273
19.751691706940957	23.696082099136607
19.416030223163443	23.82355481221445
19.086476300818518	23.96398968683153
18.764391688789885	24.118915461208246
18.45113562430387	24.289843937817892
18.148062536556896	24.47827931239991
17.855063634902482	24.683608238215832
17.56856074043885	24.90019520190206
17.284472481643405	25.1216761659241
16.998717558755164	25.341687308032316
16.708038997973773	25.554956300524005
16.415678846678446	25.76481561044502
16.127958946559296	25.97867563180508
15.851219582047948	26.20397122933323
15.59087107848117	26.44710210609913
15.345041964045166	26.706365717189932
15.10843142166606	26.97624273133747
14.875718253964171	27.25119178645004
14.641679648768493	27.525756988549382
14.405296734311989	27.798143794299957
14.171246073160752	28.071518327265725
13.944609465862904	28.349399562995334
13.730468569443234	28.6353064052758
13.532816919176803	28.93199902207265
13.351105394993082	29.23906966374649
13.183599661572629	29.55528424537147
13.02856545535762	29.87940846673681
12.884470162999136	30.210227116227962
12.752932655337586	30.54681913319345
12.638067027203475	30.88849653878906
12.544055690508758	31.234577812718133
12.474710408293925	31.584389543749424
12.428115360051573	31.93738490818488
12.397850031836366	32.29311654395973
12.377372704292748	32.6511398159515
12.360159670236854	33.011008582043345
12.34386059243005	33.37194042507255
12.335580447341544	33.7323908192579
12.34372654168623	34.09071046682357
12.376706253940567	34.445249854708756
12.441410065031324	34.79463101589907
12.533417888494354	35.1394995181094
12.64320013732429	35.481415100588706
12.761202610273173	35.82194188004595
12.878001425231627	36.16262201412821
12.989281626538299	36.50413781251017
13.097383074232335	36.84605145742518
13.205091985754692	37.187849853146105
13.315142694880459	37.529031385808175
13.428252459203081	37.869531254650354
13.54252196339237	38.209851575868846
13.65587765485581	38.55053228404424
13.766245622192756	38.892113241995446
13.871916216087929	39.23503119106453
13.97262592779869	39.57931304186655
14.068470272068069	39.924883875249165
14.159544978924071	40.271668700298406
14.245943482022174	40.61959374604818
14.327727711657833	40.968602177279486
14.404935845023601	41.31864986058364
14.477605198172393	41.66969309312173
14.545773374203637	42.0216880285317
14.60947783269351	42.37459103573626
14.668755961456524	42.72835826837327
14.723645220068837	43.08294602360394
14.774183211629914	43.438310455066066
14.820389527067505	43.79440369774569
14.862156236874817	44.1511469573619
14.899319509227348	44.50844823549201
14.931715297015678	44.8662154619517
14.95917955313042	45.224356423033356
14.98154815870052	45.582778976791005
14.998657138378194	45.94139112480198
15.01034244505404	46.30010072512027
15.016439888095347	46.658815564038306
15.016887537206687	47.017458713077815
15.012016070025904	47.37601094011924
15.002251033079173	47.7344672936094
14.988017972892633	48.09282260671023
14.969742435992481	48.45107185610687
14.947849825381581	48.80920987496129
14.922765759347747	49.167231639958636
14.89491578441714	49.525132056022464
14.864720854370931	49.88290638688453
14.832540351503079	50.24055578073107
14.798687587134518	50.59808561968511
14.763475011446513	50.95550135763126
14.727215074620357	51.312808520215874
14.690220011552368	51.67001248956192
14.652802272423823	52.027118719554075
14.61527423565435	52.384132879361914
14.577948279663573	52.74106020758513
14.541101332620876	53.09790945914386
14.504763175606927	53.45471113273517
14.4688588894694	53.81150498430768
14.4333130527245	54.168330841571745
14.398050172126746	54.52522867576084
14.362994897953984	54.88223809930044
14.328071808722402	55.23939915518565
14.293205482948192	55.59675159936521
14.25832049914754	55.95433525954936
14.223328159933203	56.31215680957065
14.188089893578029	56.67009913443235
14.152455574730798	57.028015983911764
14.116274934517007	57.38576125130956
14.079397847585449	57.74318875816472
14.04167411682325	58.10015232601623
14.002953545117546	58.45650584816473
13.963085935355508	58.81210307438755
13.921926974878732	59.16680105549747
13.880225711687258	59.52096218777738
13.840586662749118	59.875997448596074
13.805845130467153	60.23344820622265
13.778836417244152	60.5948561159727
13.760523636052758	60.96082928598494
13.739194856648615	61.32565757079006
13.697882398023543	61.681010735674676
13.619601571660613	62.01855007805195
13.477920269115556	62.31765926808128
13.196777538602205	62.489596713351595
12.83687339402176	62.58102850612905
12.483557398578068	62.66967092395338
12.130642478941231	62.744540704274485
11.775202769518573	62.80678718152116
11.423339660241593	62.876274336498604
11.08162328807539	62.97383823318954
10.756624292316493	63.120313356820745
10.457069175455205	63.32941974361318
10.198803553494132	63.591385395741014
9.999140209169036	63.891595983423535
9.875392140500551	64.21543746392662
9.842776618570028	64.54896375186274
9.89249860852081	64.88588608765791
10.000434717395926	65.2248032535263
10.14221354400997	65.56439340005616
10.29355762316454	65.90333984467371
10.43884867973305	66.2407996751537
10.577992705966896	66.57677970885187
10.712511335684079	66.91137524522641
10.843926274464229	67.24468144021216
10.973759012602091	67.57679359326724
11.103531255677288	67.9078068603265
11.234764565746184	68.23781646908647
11.368980576626798	68.5669177907669
11.507617176303059	68.89522384995105
11.65002319965212	69.22329532033348
11.793361693753466	69.55216119207255
11.9346927277329	69.8828722708651
12.071076514239534	70.2164795059313
12.199573194160841	70.55403391825303
12.317242908384294	70.89658631352714
12.421145869559007	71.2451876409738
12.508335544739884	71.60088576406267
12.563393658491513	71.95874032443844
12.532475227589185	72.2953621224846
12.36172658564979	72.58403738531922
12.074421467810778	72.8003270405303
11.736502004025567	72.92331264177204
11.381602085660207	72.95354861947641
11.024535396331776	72.90385411423382
10.679894952613873	72.78719214872316
10.362278507348314	72.6164303744036
10.0865871498299	72.39832242275415
9.868204279336965	72.12991372352597
9.715012481471494	71.8120029837741
9.598428951433533	71.46770218789909
9.484502898454073	71.12256651710241
9.366464257638546	70.78146040592415
9.245727235629628	70.44301866092182
9.123707689587732	70.10587443813529
9.001623414546408	69.76885149252061
8.87974330137135	69.43168617181186
8.758051562501715	69.09438852263867
8.63653226685339	68.75696866339226
8.515169626865541	68.41943678422555
8.393947783215689	68.0818027882449
8.272850948343002	67.74407693736482
8.151863262924998	67.40626927821498
8.030968939400854	67.06838992918662
7.910152046686434	66.73044893690934
7.789396797220922	66.39245641977446
7.6686874034434656	66.05442249617319
7.548007934269962	65.71635721273513
7.427342673901215	65.37827075961327
7.306675691253097	65.04017311167551
7.18599119876478	64.70207445907484
7.065273337113785	64.36398492020243
6.944507466925527	64.0259137523099
6.823689138978314	63.68786396938615
6.702819429696733	63.34983521262298
6.581899271982128	63.01182705145052
6.460929742259088	62.673838983537294
6.339911845190578	62.33587065007513
6.2188466572012	61.99792162049416
6.097735111192277	61.65999139246291
5.976578283588418	61.32207967893484
5.8553771790525655	60.984186049340074
5.734132802247711	60.64630992958553
5.612846157836793	60.3084510326246
5.4915183940060555	59.970608927887476
5.370150371895196	59.63278311304267
5.248743239690448	59.29497322928198
5.127297930293131	58.95717884603556
5.00581544836621	58.619399532733574
4.884296942095929	58.28163485880621
4.762743344383606	57.943884393683554
4.6411557316538445	57.606147706795845
4.519535036807974	57.26842443933481
4.39788233627058	56.930714088969054
4.276198634704646	56.593016296890276
4.154485008534759	56.255330560767085
4.032742462423893	55.91765659355285
3.9109719292733587	55.579993821154495
3.789174557269407	55.2423418847638
3.667351279313358	54.90470042557258
3.545503100068168	54.567068941249325
3.423631167720088	54.229447001224216
3.3017364151704287	53.8918341749274
3.179819847082165	53.554230103550715
3.0578824681182537	53.216634356524274
2.935925426464945	52.87904643151661
2.813949655023542	52.54146604148116
2.6919561584570273	52.20389261232478
2.56994594142835	51.86632578523933
2.4479201521237606	51.528765201416576
2.325879723444578	51.191210358525
2.2038256600537602	50.85366082599484
2.0817589666142813	50.51611624501781
1.9596807913123748	50.1785761132625
1.8375919952877138	49.841040071920666
1.715493726726565	49.50350769042248
1.5933869185302318	49.16597853819812
1.4712726471233177	48.82845218467771
1.3491519889304349	48.49092819929142
1.2270258050912566	48.153406151469426
1.1048952437920248	47.8158856824035
0.9827613096957135	47.47836628976219
0.860625007465272	47.14084761473729
0.7384873417636661	46.80332915499729
0.6163493890155082	46.46581055173402
0.4942120821221008	46.12829137437763
0.3720764975080647	45.79077119235828
0.24994371159798703	45.45324957510613
0.12781465729320393	45.11572609205132
0.0056904110183109875	44.77820031262403
-0.11642802256372597	44.44067187801605
-0.23853963878994944	44.103140357657566
-0.3606434329974018	43.765605249217046
-0.48273825699982464	43.4280661221247
-0.6048232496575531	43.09052268933394
-0.7268973345459665	42.75297444851326
-0.8489594352404778	42.41542089733123
-0.9710086188397674	42.07786174874127
-1.0930437371575767	41.740296500411894
-1.215063857292595	41.40272472177327
-1.3370679745818557	41.065146054017184
-1.4590550843624017	40.727559994812154
-1.5810240384479826	40.389966185350005
-1.7029736886523568	40.052364338584134
-1.8249028150276523	39.714754023944735
-1.946810341149257	39.37713495438523
-2.0686950470692826	39.03950684285908
-2.190555641078219	38.701869258796414
-2.3123910467514635	38.36422191515069
-2.434200115902765	38.026564524875354
-2.555981485060959	37.688896657400555
-2.6777341495630886	37.351218025679714
-2.799456889461273	37.01352834266629
-2.9211484130459864	36.6758272495521
-3.0428076438926333	36.33811438752891
-3.164433362053317	36.00038946955017
-3.286024347580166	35.66265206504604
-3.4075795240485673	35.324901958731594
-3.5290975997490124	34.987138720037024
-3.6505773547336036	34.649362133677364
-3.7720177125777545	34.311571769082796
-3.8934174533335684	33.973767267445126
-4.0147754288148025	33.635948413479404
-4.136090347311948	33.29811477661582
-4.257361060638747	32.96026599804616
-4.37858649237061	32.622401862485525
-4.499765350798004	32.28452201112566
-4.620896415973049	31.946626013396774
-4.741978611471141	31.608713654013943
-4.8630106455827615	31.2707845024073
-4.983991441883307	30.9328382715303
-5.104919708663259	30.59487467433638
-5.225794369498007	30.25689328025571
-5.346614132678023	29.918893802241705
-5.46737792177872	29.580875881486193
-5.588084445090563	29.242839302704223
-5.708732626188957	28.90478356356433
-5.8293242591149035	28.56670945344458
-5.949865013037973	28.228618622862655
-6.070360844174306	27.89051308114448
-6.190817708740028	27.552394694092747
-6.311241491189631	27.21426532751005
-6.431638219500893	26.876126918960686
-6.552013849889949	26.53798133424732
-6.672374195049652	26.19983058269585
-6.792725354719411	25.86167638658567
-6.913073285115368	25.52352082700432
-7.033423798930368	25.18536569799281
-7.153782924142183	24.847212865353786
-7.274156616966961	24.50906433841318
-7.394550833620817	24.17092198297361
-7.5149714585582545	23.83278766483773
-7.635424519757043	23.494663249808223
-7.755915973433323	23.156550747210957
-7.8764516322799425	22.818451951086978
-7.997037596036317	22.48036887076219
-8.11767982091858	22.142303300277604
-8.238384119619576	21.804257177197492
-8.359156520117088	21.466232439086166
-8.480002978627255	21.128230951746243
-8.600929451366197	20.79025458098037
-8.721941894550058	20.45230533611449
-8.843046192633317	20.11438501118959
-8.964248373593763	19.77649554376996
-9.085554321885889	19.438638799658246
-9.20696999372582	19.100816788180357
-9.328501345329695	18.763031231615688
-9.450154404675278	18.425284211051782
-9.571934984455437	18.08757752052965
-9.693849112647934	17.74991309761357
-9.815902745468906	17.412292808106187
-9.938028570499878	17.074695554085295
-10.059866057260683	16.737007952159452
-10.180981478398177	16.399093439927398
-10.30094103479757	16.060815670272852
-10.419311070867368	15.722038224317854
-10.53565778749279	15.382624539661172
-10.649547529082328	15.042438340948138
-10.760546352997931	14.701342994015898
-10.868221967119256	14.359202654079613
-10.97241341008741	14.015965796281641
-11.07355900200051	13.671768265406818
-11.172177435993657	13.326770592244184
-11.268787118155373	12.981133522867706
-11.363906813382405	12.635017803351339
-11.458054927763278	12.288583964484138
-11.551750154433085	11.941992824101693
-11.645511114765275	11.595404984754698
-11.739852698528031	11.248980116092516
-11.835160409252286	10.902839782333587
-11.93165383755694	10.557057108589214
-12.029542025099792	10.21170184717365
-12.12903387001536	9.866843965686053
-12.23033841396142	9.5225532882023
-12.333664626834139	9.178899710559906
-12.439221478529664	8.835953056834756
-12.547217938944152	8.493783294625992
-12.657842095336465	8.152453430653697
-12.770982573641067	7.811929449900432
-12.886303816428574	7.4721043557607
-13.003464812384909	7.132869572872943
-13.122124550196046	6.794116382352319
-13.241942018547917	6.455736208837262
-13.362576206126485	6.117620333442919
-13.483686029856038	5.779660109046087
-13.604931124277307	5.441747032046845
-13.726072594890168	5.103804963344977
-13.847089272010798	4.765826942061387
-13.967988331803204	4.427814905760358
-14.088776878669755	4.089770935529462
-14.209462088774469	3.751697040694612
-14.330050994758086	3.4135951588201032
-14.450550772784629	3.0754674427551345
-14.570968455494816	2.7373157583023446
-14.691311219052682	2.399142114787674
-14.811586167860588	2.060948593298675
-14.931800478082561	1.72273720316128
-15.05196118235933	1.3845099537014038
-15.172075385093274	1.0462687824833403
-15.292150334210055	0.7080157705946423
-15.412192990588752	0.36975292736124976
-15.532210530393401	0.0314821903474399
-15.652210129788001	-0.30679435935922594
-15.772198821413303	-0.6450747124328244
-15.892183781433317	-0.9833569313090619
-16.012172042488782	-1.3216389349003768
-16.132170852505347	-1.6599187856424924
-16.25218717236211	-1.9981944024478389
-16.37222824998473	-2.336463775990484
-16.492301118013938	-2.67472496870616
-16.612412952613763	-3.0129758995072886
-16.732570858186563	-3.351214559067946
-16.852781939134726	-3.689439009823855
-16.97305322809899	-4.027647170687447
-17.093391973005	-4.365837104094435
-17.213805278255144	-4.70400672895726
-17.33430017649015	-5.042154107711634
-17.45488384387404	-5.380277159269989
-17.575563384809183	-5.718373874306409
-17.696345903697956	-6.056442315256601
-17.81723276401153	-6.39448169274253
-17.938034802066433	-6.732534561416818
-18.05833214050607	-7.070695503121173
-18.17769141078551	-7.40906240073281
-18.295679029074876	-7.747733065367242
-18.41320385654685	-8.086552563643378
-18.53609480418524	-8.42444009349873
-18.66764558775022	-8.760686075835352
-18.762385663900794	-9.102349918480972
-18.74465372142487	-9.458591133662596
-18.59754867411633	-9.793250681420162
-18.3464132887218	-10.038220163168663
-18.022404101265654	-10.161775982403155
-17.666340424381783	-10.205822990088263
-17.306924689524283	-10.208718285222252
-16.947633317589187	-10.18550267701332
-16.589119985356735	-10.148608008479918
-16.232038369607157	-10.110466122640494
-15.876689008089464	-10.081481380893992
-15.521210834427668	-10.059647327781462
-15.162925273641088	-10.038264296577355
-14.799152100231298	-10.010623650351102
-14.428712629258616	-9.973295828557676
-14.091911068303844	-10.013003122815597
-13.854269311155605	-10.223675492119654
-13.725660037220877	-10.537694382840595
-13.652218385300664	-10.895949373168463
-13.582433419516555	-11.256346161408624
-13.508430950378468	-11.61263689212197
-13.430790740177269	-11.965518299072842
-13.350092264157276	-12.315686900740657
-13.266915212847708	-12.663839359128113
-13.181839276777803	-13.01067240799953
-13.095444074715159	-13.356882565834354
-13.008309225427352	-13.703166494635255
-12.920947681118278	-14.050162155383289
-12.83315334235738	-14.397875360771314
-12.744282076662575	-14.745926707007776
-12.653683580050695	-15.093931264654847
-12.560707405015311	-15.441504032513075
-12.464703104050006	-15.788260152906242
-12.365020373171607	-16.133814624634898
-12.261008836635336	-16.477782661784477
-12.152017975173129	-16.819779263155525
-12.037658051317239	-17.159555631141586
-11.91898460703283	-17.49761854644549
-11.797552286492389	-17.834735643332053
-11.674915805630013	-18.17167462782773
-11.55254175708572	-18.509158426695528
-11.429798279617858	-18.846848612040418
-11.30391795733523	-19.183326312713138
-11.172037500795343	-19.51712414669563
-11.03137083608053	-19.846812406830942
-10.880945449443315	-20.17184893392764
-10.721627360357187	-20.492591029192113
-10.554364540088672	-20.80943589330265
-10.380104888142702	-21.122780798699182
-10.199796375785791	-21.43302316134493
-10.014386758999578	-21.740560325441486
-9.824824080812254	-22.045789419905493
-9.632056168967068	-22.34910793246182
-9.436952774542803	-22.650870509136144
-9.239572742084391	-22.9509912512452
-9.03949547661883	-23.249123693590263
-8.836294139910445	-23.544917782890654
-8.629541821961901	-23.838023609388905
-8.418811684537516	-24.128091191565968
-8.203676817639964	-24.414770619664402
-7.983710383033561	-24.697711768641856
-7.758488771756424	-24.976566881590106
-7.52783896649413	-25.25114134094104
-7.292009262521637	-25.521498655746175
-7.05128857220223	-25.787727236346228
-6.805965879660852	-26.04991556484348
-6.556329953737515	-26.308151836293717
-6.302669850318795	-26.562524604560892
-6.045274410006343	-26.813122136462407
-5.784432473401807	-27.060032914100574
-5.520434746909492	-27.30335281102666
-5.253610185887902	-27.543347417070905
